0,0.00E+00,2,0.00E+00,0.00E+00
1,3.13E-04,2,1.38E-01,-2.66E-04
2,9.38E-04,2,1.40E-01,-2.65E-04
3,1.56E-03,2,1.42E-01,-2.64E-04
4,2.19E-03,2,1.44E-01,-2.64E-04
5,2.81E-03,2,1.45E-01,-2.63E-04
6,3.44E-03,2,1.46E-01,-2.62E-04
7,4.06E-03,2,1.47E-01,-2.61E-04
8,4.69E-03,2,1.49E-01,-2.60E-04
9,5.31E-03,2,1.50E-01,-2.59E-04
10,5.94E-03,2,1.51E-01,-2.58E-04
11,6.56E-03,2,1.51E-01,-2.57E-04
12,7.19E-03,2,1.52E-01,-2.56E-04
13,7.81E-03,2,1.53E-01,-2.55E-04
14,8.44E-03,2,1.54E-01,-2.55E-04
15,9.06E-03,2,1.55E-01,-2.54E-04
16,9.69E-03,2,1.56E-01,-2.53E-04
17,1.03E-02,2,1.56E-01,-2.53E-04
18,1.09E-02,2,1.57E-01,-2.52E-04
19,1.16E-02,2,1.58E-01,-2.51E-04
20,1.22E-02,2,1.58E-01,-2.51E-04
21,1.28E-02,2,1.59E-01,-2.50E-04
22,1.34E-02,2,1.60E-01,-2.49E-04
23,1.41E-02,2,1.60E-01,-2.49E-04
24,1.47E-02,2,1.61E-01,-2.48E-04
25,1.53E-02,2,1.62E-01,-2.48E-04
26,1.59E-02,2,1.62E-01,-2.47E-04
27,1.66E-02,2,1.63E-01,-2.47E-04
28,1.72E-02,2,1.63E-01,-2.47E-04
29,1.78E-02,2,1.64E-01,-2.46E-04
30,1.84E-02,2,1.65E-01,-2.46E-04
31,1.91E-02,2,1.65E-01,-2.45E-04
32,1.97E-02,2,1.66E-01,-2.45E-04
33,2.03E-02,2,1.66E-01,-2.44E-04
34,2.09E-02,2,1.67E-01,-2.44E-04
35,2.16E-02,2,1.67E-01,-2.44E-04
36,2.22E-02,2,1.68E-01,-2.43E-04
37,2.28E-02,2,1.68E-01,-2.43E-04
38,2.34E-02,2,1.69E-01,-2.43E-04
39,2.41E-02,2,1.69E-01,-2.42E-04
40,2.47E-02,2,1.70E-01,-2.42E-04
41,2.53E-02,2,1.70E-01,-2.42E-04
42,2.59E-02,2,1.71E-01,-2.41E-04
43,2.66E-02,2,1.71E-01,-2.41E-04
44,2.72E-02,2,1.72E-01,-2.41E-04
45,2.78E-02,2,1.72E-01,-2.41E-04
46,2.84E-02,2,1.73E-01,-2.40E-04
47,2.91E-02,2,1.73E-01,-2.40E-04
48,2.97E-02,2,1.74E-01,-2.40E-04
49,3.03E-02,2,1.74E-01,-2.39E-04
50,3.09E-02,2,1.75E-01,-2.39E-04
51,3.16E-02,2,1.75E-01,-2.39E-04
52,3.22E-02,2,1.75E-01,-2.39E-04
53,3.28E-02,2,1.76E-01,-2.38E-04
54,3.34E-02,2,1.76E-01,-2.38E-04
55,3.41E-02,2,1.77E-01,-2.38E-04
56,3.47E-02,2,1.77E-01,-2.38E-04
57,3.53E-02,2,1.78E-01,-2.37E-04
58,3.59E-02,2,1.78E-01,-2.37E-04
59,3.66E-02,2,1.78E-01,-2.37E-04
60,3.72E-02,2,1.79E-01,-2.37E-04
61,3.78E-02,2,1.79E-01,-2.37E-04
62,3.84E-02,2,1.80E-01,-2.36E-04
63,3.91E-02,2,1.80E-01,-2.36E-04
64,3.97E-02,2,1.81E-01,-2.36E-04
65,4.03E-02,2,1.81E-01,-2.36E-04
66,4.09E-02,2,1.81E-01,-2.35E-04
67,4.16E-02,2,1.82E-01,-2.35E-04
68,4.22E-02,2,1.82E-01,-2.35E-04
69,4.28E-02,2,1.83E-01,-2.35E-04
70,4.34E-02,2,1.83E-01,-2.35E-04
71,4.41E-02,2,1.83E-01,-2.34E-04
72,4.47E-02,2,1.84E-01,-2.34E-04
73,4.53E-02,2,1.84E-01,-2.34E-04
74,4.59E-02,2,1.85E-01,-2.34E-04
75,4.66E-02,2,1.85E-01,-2.34E-04
76,4.72E-02,2,1.85E-01,-2.33E-04
77,4.78E-02,2,1.86E-01,-2.33E-04
78,4.84E-02,2,1.86E-01,-2.33E-04
79,4.91E-02,2,1.86E-01,-2.33E-04
80,4.97E-02,2,1.87E-01,-2.33E-04
81,5.03E-02,2,1.87E-01,-2.33E-04
82,5.09E-02,2,1.88E-01,-2.32E-04
83,5.16E-02,2,1.88E-01,-2.32E-04
84,5.22E-02,2,1.88E-01,-2.32E-04
85,5.28E-02,2,1.89E-01,-2.32E-04
86,5.34E-02,2,1.89E-01,-2.32E-04
87,5.41E-02,2,1.89E-01,-2.31E-04
88,5.47E-02,2,1.90E-01,-2.31E-04
89,5.53E-02,2,1.90E-01,-2.31E-04
90,5.59E-02,2,1.90E-01,-2.31E-04
91,5.66E-02,2,1.91E-01,-2.31E-04
92,5.72E-02,2,1.91E-01,-2.31E-04
93,5.78E-02,2,1.91E-01,-2.30E-04
94,5.84E-02,2,1.92E-01,-2.30E-04
95,5.91E-02,2,1.92E-01,-2.30E-04
96,5.97E-02,2,1.92E-01,-2.30E-04
