# time, drag, lift1, lift2
0.0,0.13920865642534536,-0.00025159007821385086,0.0002548927386666284
0.000625,0.1410552967717661,-0.00025063524017383674,0.00025896717093313963
0.00125,0.14271577420278653,-0.0002501420681484547,0.0002636531980829002
0.001875,0.1442296718920502,-0.000249775511563373,0.0002681064931945898
0.0025,0.14562513822011539,-0.0002494032774900049,0.0002720641721890485
0.003125,0.14692278174367615,-0.00024897864037518865,0.0002754757783774915
0.0037500000000000003,0.14813814334075567,-0.00024849039380734245,0.0002783646606189882
0.004375,0.14928324258597706,-0.00024794156539574173,0.00028077711483623916
0.005,0.15036758424098795,-0.00024734029868465164,0.00028276412647066556
0.005625,0.15139883108692886,-0.0002466959763233579,0.00028437503292502166
0.0062499999999999995,0.15238326482113373,-0.00024601762124963736,0.00028565547176358865
0.006874999999999999,0.15332610915441025,-0.00024531329302639735,0.0002866468530024131
0.007499999999999999,0.15423176137736036,-0.00024458991869497125,0.00028738637514736704
0.008124999999999999,0.1551039618860295,-0.0002438533108212861,0.00028790723980803796
0.008749999999999999,0.1559459208207229,-0.00024310826235697286,0.0002882389404637425
0.009375,0.15676041447958783,-0.00024235866834052287,0.00028840757648205395
0.01,0.15754986002006852,-0.00024160765162414987,0.000288436170047251
0.010625,0.1583163742702272,-0.00024085768208208239,0.00028834497383749177
0.011250000000000001,0.1590618206991616,-0.0002401106847690849,0.00028815176243737354
0.011875000000000002,0.1597878474113227,-0.00023936813532642303,0.00028787210341789675
0.012500000000000002,0.16049591822639736,-0.00023863114249754073,0.0002875196061368186
0.013125000000000003,0.16118733835339838,-0.0002379005184081297,0.0002871061477676692
0.013750000000000004,0.1618632757815138,-0.00023717683764555662,0.0002866420769854018
0.014375000000000004,0.16252477923580802,-0.00023646048640255858,0.0002861363964239004
0.015000000000000005,0.1631727933483728,-0.00023575170294466732,0.00028559692531147755
0.015625000000000003,0.16380817155089558,-0.00023505061062989037,0.0002850304438866172
0.016250000000000004,0.16443168708689387,-0.00023435724467002798,0.0002844428212853591
0.016875000000000005,0.1650440424610848,-0.00023367157360837154,0.00028383912848353276
0.017500000000000005,0.16564587758115856,-0.00023299351645706743,0.00028322373787030824
0.018125000000000006,0.16623777679945678,-0.00023232295625871807,0.0002826004108960761
0.018750000000000006,0.1668202750242608,-0.000231659750739915,0.00028197237512482613
0.019375000000000007,0.16739386304082637,-0.00023100374061453438,0.00028134239190268935
0.020000000000000007,0.16795899215824522,-0.00023035475597941337,0.0002807128157227535
0.020625000000000008,0.1685160782792513,-0.00022971262122240568,0.00028008564629483906
0.02125000000000001,0.16906550547420568,-0.0002290771587025994,0.0002794625741507168
0.02187500000000001,0.16960762912783467,-0.00022844819151324547,0.0002788450206175231
0.02250000000000001,0.1701427787167638,-0.00022782554546772169,0.0002782341727833123
0.02312500000000001,0.1706712602669213,-0.00022720905052555192,0.0002776310141172963
0.02375000000000001,0.1711933585329044,-0.0002265985417641724,0.00027703635125440716
0.02437500000000001,0.17170933893506665,-0.0002259938599961889,0.0002764508374194957
0.025000000000000012,0.17221944928502222,-0.00022539485214268106,0.00027587499292175736
0.025625000000000012,0.17272392132600697,-0.00022480137137738713,0.00027530922304735885
